# II 21.3333
# samples 3
# modulo 64
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//iir_sos16.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//iir_sos16/RM74.xml
# vertex;sample;cycle;fu
Product11;0;21;0
Product12;0;12;0
Product13;0;9;0
In2;0;1;0
Product;0;1;0
Product1;0;1;1
Product10;0;3;0
Product14;0;10;0
Product15;0;4;0
Product16;0;23;0
Product17;0;20;0
Product18;0;53;0
Product19;0;40;0
Product2;0;6;0
Product20;0;54;0
Product21;0;59;0
Product22;0;54;1
Product23;0;56;0
Product24;0;34;0
Product25;0;24;0
Product26;0;30;0
Product27;0;50;0
Product28;0;30;1
Product29;0;41;0
Product3;0;4;1
Product30;0;59;1
Product31;0;44;0
Product32;0;60;0
Product33;0;47;0
Product34;0;87;1
Product35;0;66;0
Product36;0;92;0
Product37;0;77;0
Product38;0;111;1
Product39;0;75;0
Product4;0;8;0
Product40;0;100;0
Product41;0;86;0
Product42;0;127;0
Product43;0;107;0
Product44;0;62;0
Product45;0;151;2
Product46;0;121;0
Product47;0;150;1
Product48;0;117;1
Product49;0;110;0
Product5;0;8;1
Product50;0;93;0
Product51;0;111;2
Product52;0;97;0
Product7;0;15;0
Product53;0;122;0
Product54;0;114;1
Product55;0;64;0
Product56;0;137;1
Product57;0;113;0
Product58;0;70;1
Product59;0;64;1
Product6;0;16;0
Product60;0;83;0
Product61;0;58;1
Product62;0;94;2
Product63;0;78;0
Sum20;0;75;0
Product8;0;6;2
Product9;0;13;1
Sum1;0;20;0
Sum10;0;30;0
Sum11;0;18;0
Sum12;0;35;0
Sum13;0;26;0
Sum14;0;17;0
Sum15;0;45;0
Sum16;0;40;0
Sum17;0;60;0
Sum18;0;70;0
Sum19;0;64;0
Sum2;0;10;0
Sum38;0;102;0
Sum21;0;70;1
Sum22;0;64;1
Sum23;0;85;0
Sum24;0;60;1
Sum25;0;50;0
Sum26;0;28;0
Sum27;0;55;0
Sum28;0;50;1
Sum29;0;54;0
Sum3;0;5;0
Sum30;0;65;0
Sum31;0;46;0
Sum32;0;80;0
Sum33;0;100;0
Sum34;0;110;1
Sum35;0;102;1
Sum36;0;115;0
Sum37;0;92;1
Sum6;0;14;0
Sum39;0;125;0
Sum4;0;15;0
Sum40;0;120;0
Sum41;0;140;0
Sum42;0;150;0
Sum43;0;145;1
Sum44;0;90;1
Sum45;0;155;0
Sum46;0;133;1
Sum47;0;155;1
Sum48;0;183;1
Sum49;0;173;1
Sum5;0;10;1
Sum50;0;130;0
Sum51;0;104;1
Sum52;0;135;0
Sum53;0;128;2
Sum54;0;124;2
Sum55;0;64;3
Sum56;0;145;2
Sum57;0;128;4
Sum58;0;160;0
Sum59;0;95;0
b13;0;2;0
b14;0;0;0
Sum60;0;90;2
Sum61;0;82;1
Sum62;0;105;0
Sum63;0;100;1
Sum64;0;120;1
Sum7;0;25;0
Sum8;0;20;1
Sum9;0;40;2
a;0;0;0
